Branch ID,Product A (Unit(s) Sold),Product B (Unit(s) Sold),Product C (Unit(s) Sold),Product D (Unit(s) Sold),Product E (Unit(s) Sold),Product F (Unit(s) Sold)
030259,5,5,4,9,17,14
030260,3,13,20,6,11,13
030261,3,18,4,14,8,7
030262,12,19,3,1,6,1
030263,11,15,20,12,2,2
030264,8,14,6,12,18,12
030265,9,1,12,19,19,1
030266,5,12,14,4,13,9
030267,17,15,2,17,15,9
030268,16,18,17,14,11,7
030269,17,19,0,20,18,1
030270,16,2,20,11,11,3
030271,2,3,3,17,13,4
030272,0,20,4,9,18,16
030273,4,13,6,3,4,17
030274,19,0,13,4,9,9
030275,2,15,2,17,13,5
030276,14,17,7,8,0,16
030277,19,18,14,7,13,12
030278,13,15,12,11,9,6
030279,5,5,8,0,6,16
030280,17,8,3,3,11,5
030281,20,5,16,5,2,1
030282,13,6,18,17,7,1
030283,8,10,6,14,4,5
030284,8,14,6,15,5,6
030285,2,2,7,17,10,17
030286,2,12,2,3,19,4
030287,2,6,15,3,16,9
030288,15,20,14,3,15,1
030289,6,14,17,1,7,18
030290,7,3,7,20,6,10
030291,8,3,17,20,5,6
030292,10,10,2,15,7,19
030293,19,11,0,14,6,2
030294,5,8,15,5,9,7
030295,17,10,4,16,7,8
030296,12,14,10,7,16,19
030297,4,17,7,3,11,17
030298,1,15,16,5,1,4
030299,11,7,11,5,12,18
030300,1,2,16,13,10,11
030301,5,8,0,5,20,10
030302,8,5,1,19,10,14
030303,5,1,9,0,6,19
030304,0,6,19,9,12,7
030305,10,6,15,5,0,1
030306,1,1,2,16,20,10
030307,13,12,10,17,4,1
030308,14,16,6,2,6,17
030309,17,3,6,0,4,8
030310,19,2,9,0,9,13
030311,18,2,8,4,0,19
030312,3,12,19,14,13,12
030313,9,19,7,16,14,14
030314,18,3,2,6,11,7
030315,5,7,12,8,6,2
030316,7,2,5,2,9,14
030317,13,18,13,7,2,13
030318,14,20,5,3,4,2
030319,9,7,4,12,16,11
030320,1,7,12,16,5,17
030321,16,11,15,12,13,14
030322,8,6,7,2,14,2
030323,13,1,6,12,12,8
030324,6,17,17,15,15,18
030325,17,17,14,14,7,17
030326,16,10,10,3,13,16
030327,19,16,16,8,7,9
030328,16,9,11,11,14,5
030329,8,10,4,9,13,5
030330,3,11,4,6,10,13
030331,1,11,11,6,19,14
030332,15,16,6,8,9,18
030333,14,17,17,2,13,9
030334,9,18,12,14,12,12
030335,3,2,17,6,3,17
030336,16,13,2,2,12,9
030337,2,8,6,17,19,5
030338,18,2,8,4,14,1
030339,17,2,3,8,1,3
030340,3,7,9,2,18,16
030341,1,13,3,12,17,11
030342,11,17,18,16,12,2
030343,19,15,9,5,9,9
030344,5,19,15,11,11,17
030345,15,5,18,18,6,0
030346,11,14,11,0,1,11
030347,19,14,20,2,12,5
030348,10,18,15,4,15,17
030349,5,19,4,8,0,12
030350,10,17,17,10,2,16
030351,5,19,9,5,9,14
030352,9,15,14,19,18,8
030353,2,19,3,15,9,10
030354,0,2,13,10,1,6
030355,17,4,17,3,15,10
030356,11,19,15,5,5,14
030357,14,13,18,12,16,15
030358,16,19,16,8,14,8
030359,18,9,5,1,3,17
030360,12,9,15,13,8,15
030361,11,2,4,18,5,13
030362,3,15,16,20,16,5
030363,5,3,2,16,10,17
030364,2,19,8,8,10,16
030365,9,3,4,16,8,1
030366,11,13,0,7,17,19
030367,5,20,10,6,8,12
030368,18,15,5,12,13,0
030369,15,11,18,19,7,3
030370,4,12,1,6,4,17
030371,7,10,14,14,11,1
030372,5,0,11,11,10,8
030373,9,17,16,17,5,10
030374,5,12,16,19,1,16
030375,5,17,1,10,16,10
030376,1,17,13,7,2,18
030377,7,17,12,11,7,5
030378,9,13,18,15,8,7
030379,18,0,6,15,13,10
030380,13,10,10,3,13,6
030381,20,0,11,16,10,13
030382,1,2,7,13,18,11
030383,9,5,4,4,2,10
030384,16,20,1,10,3,11
030385,5,16,19,11,10,10
030386,18,17,14,7,1,11
030387,8,7,18,10,17,1
030388,10,18,7,19,12,14
030389,1,11,10,1,13,8
030390,17,15,17,1,9,8
030391,7,0,16,6,10,0
030392,11,0,16,7,5,15
030393,14,13,1,16,13,7
030394,19,13,7,0,13,2
030395,2,3,20,4,0,1
030396,12,1,14,15,4,14
030397,7,9,14,8,20,8
030398,7,9,9,19,6,13
030399,2,5,8,5,9,2
030400,19,19,17,7,13,1
030401,18,8,13,2,6,12
030402,3,7,13,5,4,17
030403,16,5,10,8,2,4
030404,7,16,5,16,14,1
030405,4,20,7,18,16,19
030406,11,10,2,16,11,13
030407,11,15,7,5,2,10
030408,19,11,17,10,11,13
030409,11,17,1,2,1,18
030410,4,18,11,18,9,9
030411,3,0,14,11,7,7
030412,12,20,5,18,11,11
030413,5,7,15,12,20,4
030414,6,9,10,2,13,11
030415,12,5,13,6,14,5
030416,17,1,8,5,8,11
030417,5,6,11,2,12,4
030418,2,4,2,3,3,6
030419,17,1,2,10,13,11
030420,2,17,14,5,16,9
030421,8,3,5,4,8,11
030422,19,1,14,7,5,13
030423,2,17,12,6,20,7
030424,18,2,11,20,4,1
030425,1,6,2,5,3,4
030426,6,6,9,20,17,10
030427,19,12,18,14,5,0
030428,9,20,6,3,4,1
030429,10,2,1,2,19,16
030430,5,7,18,18,5,13
030431,2,11,3,9,12,10
030432,10,4,8,1,7,8
030433,15,18,10,10,10,3
030434,18,9,19,18,20,2
030435,7,9,13,18,10,7
030436,18,19,17,5,3,17
030437,2,19,1,12,9,16
030438,11,9,19,0,8,7
030439,12,5,2,10,12,10
030440,8,13,19,18,8,6
030441,19,7,17,5,12,9
030442,10,4,9,2,13,3
030443,2,19,8,13,9,1
030444,3,14,13,12,4,4
030445,16,6,12,16,12,9
030446,8,7,10,20,9,5
030447,8,6,2,17,15,13
030448,9,3,10,2,16,4
030449,4,5,14,6,13,16
030450,1,14,7,16,7,5
030451,20,1,14,18,18,14
030452,18,13,20,20,11,13
030453,3,15,3,8,15,16
030454,16,2,19,17,17,1
030455,20,8,19,18,17,17
030456,8,16,11,15,9,15
030457,5,15,2,2,12,20
030458,5,4,6,3,11,18
030459,11,1,7,11,1,3
030460,19,17,17,4,16,4
030461,3,15,20,1,11,1
030462,19,0,15,12,2,10
030463,4,11,0,10,14,12
030464,15,18,2,17,14,15
030465,17,5,10,15,17,4
030466,12,6,18,7,3,15
030467,11,16,1,19,10,14
030468,8,1,6,13,15,12
030469,17,19,2,0,4,6
030470,11,14,7,15,11,13
030471,1,12,4,10,10,9
030472,2,1,16,9,18,1
030473,12,9,3,16,8,18
030474,20,17,1,9,9,5
030475,11,12,11,15,13,16
030476,12,18,9,18,15,12
030477,16,1,16,20,1,17
030478,6,1,10,8,1,18
030479,5,17,11,11,16,2
030480,7,19,18,13,17,20
030481,3,3,9,8,7,8
030482,19,1,10,6,4,15
030483,10,2,1,14,18,1
030484,4,18,4,16,18,13
030485,11,20,0,12,13,8
030486,14,18,11,16,8,14
030487,13,5,18,13,16,11
030488,0,12,18,12,6,6
030489,5,10,11,1,3,12
030490,14,3,2,16,5,11
030491,11,1,3,0,4,7
030492,17,0,17,14,6,10
030493,5,2,14,14,8,10
030494,10,1,8,3,2,10
030495,1,10,14,11,18,1
030496,1,20,17,11,15,8
030497,19,10,1,14,4,9
030498,18,16,0,18,19,12
030499,3,0,4,6,3,12
030500,18,18,10,2,20,1
030501,18,2,0,7,17,7
030502,10,12,2,4,19,7
030503,7,5,20,9,9,11
030504,6,16,10,7,10,10
030505,14,5,2,15,12,6
030506,7,5,0,2,7,7
030507,19,8,4,14,8,1
030508,19,7,9,3,3,20
030509,2,20,17,14,0,3
030510,18,17,3,5,6,14
030511,13,8,15,8,1,8
030512,12,19,2,2,20,13
030513,7,5,13,18,7,5
030514,4,12,18,17,12,16
030515,20,1,9,11,12,19
030516,3,11,10,6,14,19
030517,11,13,8,5,16,13
030518,18,2,18,3,6,7
030519,0,12,6,15,10,13
030520,7,12,13,2,14,16
030521,17,1,7,0,14,4
030522,19,19,7,14,6,16
030523,3,14,10,10,6,15
030524,6,17,2,18,9,13
030525,6,13,9,4,0,4
030526,13,17,5,7,8,7
030527,2,6,16,12,18,5
030528,6,13,3,9,10,5
030529,13,13,18,18,16,5
030530,2,1,11,2,11,12
030531,13,5,2,16,16,14
030532,10,17,6,10,13,16
030533,6,9,7,10,9,2
030534,9,19,4,9,19,19
030535,11,3,1,7,7,12
030536,19,7,15,0,4,12
030537,18,14,13,13,16,17
030538,6,10,1,0,17,16
030539,8,12,8,15,18,5
030540,19,3,6,14,7,7
030541,20,19,1,1,15,1
030542,19,0,18,15,10,11
030543,0,14,18,4,12,2
030544,17,2,8,19,19,11
030545,10,12,2,18,3,8
030546,1,1,12,1,14,17
030547,8,9,1,6,14,7
030548,18,15,7,18,18,13
030549,9,18,13,18,19,13
030550,10,17,8,10,3,8
030551,6,8,2,4,7,14
030552,13,7,20,9,18,5
030553,14,15,6,8,5,19
030554,10,15,11,10,8,7
030555,18,2,4,10,0,6
030556,20,4,13,20,4,11
030557,9,20,4,14,7,7
030558,6,13,13,3,8,6
030559,15,12,5,14,18,11
030560,9,2,12,4,14,2
030561,3,7,0,13,15,17
030562,6,7,3,12,9,14
030563,13,4,20,12,9,18
030564,8,9,20,6,11,2
030565,15,9,7,18,12,8
030566,11,2,8,6,5,3
030567,17,17,8,16,3,3
030568,9,7,13,11,9,10
030569,12,13,1,8,8,10
030570,10,4,19,20,12,13
030571,12,6,9,16,8,17
030572,1,3,19,6,14,10
030573,0,5,4,11,13,15
030574,15,17,15,10,13,10
030575,3,15,16,5,13,9
030576,10,14,3,18,4,13
030577,18,10,4,9,13,15
030578,11,2,2,12,9,3
030579,3,14,19,8,20,17
030580,9,3,4,14,15,5
030581,16,1,8,7,8,3
030582,8,1,11,1,0,11
030583,5,0,3,1,17,15
030584,3,19,0,12,18,19
030585,7,8,18,11,1,2
030586,16,0,2,19,13,12
030587,16,13,11,4,13,18
030588,7,5,17,13,16,17
030589,15,2,14,11,4,15
030590,16,7,18,16,10,2
030591,8,12,6,19,4,20
030592,4,1,15,15,15,10
030593,1,13,6,8,12,12
030594,6,6,8,4,16,1
030595,18,1,19,4,11,6
030596,19,15,7,0,7,7
030597,18,15,12,7,3,9
030598,14,3,10,3,8,6
030599,11,16,3,16,1,5
030600,13,1,13,6,2,17
030601,9,2,20,19,0,2
030602,5,9,20,6,16,16
030603,10,19,8,11,2,3
030604,18,10,6,5,2,2
030605,5,19,5,1,20,18
030606,0,11,17,19,12,16
030607,15,13,13,1,7,10
030608,7,2,19,15,18,18
030609,13,10,11,7,9,4
030610,0,7,18,5,14,18
030611,4,18,3,12,1,16
030612,13,20,3,10,14,3
030613,9,5,8,11,11,1
030614,4,19,7,11,12,10
030615,17,10,14,18,19,0
030616,15,20,3,19,5,7
030617,6,14,18,16,13,3
030618,9,7,19,4,17,20
030619,12,16,12,17,17,13
030620,10,19,3,5,11,2
030621,2,7,4,11,16,13
030622,1,0,14,8,8,5
030623,3,7,19,11,3,2
030624,8,8,9,10,5,3
030625,15,7,11,14,17,18
030626,3,5,5,2,5,16
030627,10,4,9,17,13,13
030628,20,15,16,14,16,6
030629,13,2,1,4,15,10
030630,1,17,10,3,16,3
030631,19,3,18,17,6,3
030632,18,7,12,11,6,8
030633,10,5,14,13,7,6
030634,14,19,12,15,9,8
030635,18,1,19,8,0,9
030636,6,10,0,8,5,10
030637,17,11,16,2,14,11
030638,19,16,16,16,7,17
030639,13,0,8,2,1,19
030640,12,19,13,7,3,0
030641,14,7,16,14,0,3
030642,3,16,18,19,4,16
030643,18,10,20,10,7,16
030644,13,20,16,17,5,18
030645,19,14,4,14,13,1
030646,9,1,11,8,5,17
030647,19,10,14,7,3,5
030648,19,18,9,8,16,11
030649,12,10,13,14,11,5
030650,19,16,2,16,2,9
030651,9,11,9,18,18,4
030652,13,19,9,9,9,0
030653,4,1,2,14,0,10
030654,6,1,4,5,10,12
030655,0,16,12,16,19,2
030656,19,17,18,0,15,18
030657,8,17,10,6,8,14
030658,20,8,19,14,4,8
030659,14,15,17,19,3,3
030660,16,15,10,1,15,5
030661,14,10,2,6,14,11
030662,16,6,16,13,14,4
030663,9,5,7,3,11,14
030664,18,6,12,3,5,9
030665,20,14,17,17,7,6
030666,9,6,4,16,11,6
030667,10,13,11,6,20,17
030668,17,14,12,5,14,7
030669,2,6,20,17,18,8
030670,8,9,13,3,13,10
030671,1,18,12,12,19,17
030672,10,16,8,3,10,16
030673,15,5,13,11,9,15
030674,13,16,2,7,6,3
030675,10,15,9,3,0,19
030676,3,17,14,7,2,20
030677,17,5,6,3,1,8
030678,12,17,7,9,7,15
030679,11,2,19,17,13,4
030680,9,4,1,16,14,3
030681,10,0,6,18,19,16
030682,7,3,9,16,18,9
030683,16,20,8,8,5,9
030684,14,12,10,9,11,14
030685,6,14,6,2,3,14
030686,2,17,5,8,18,4
030687,2,11,14,14,0,10
030688,1,5,2,4,5,6
030689,5,2,6,20,3,4
030690,0,13,13,1,6,2
030691,16,5,13,3,13,15
030692,19,4,15,5,12,12
030693,13,10,11,9,17,16
030694,8,14,17,12,16,8
030695,19,4,8,3,15,14
030696,3,17,18,17,1,20
030697,19,10,15,13,0,5
030698,11,2,6,16,11,15
030699,9,17,16,8,14,0
030700,2,16,6,14,11,2
030701,13,17,2,8,13,3
030702,7,12,20,1,12,2
030703,7,3,3,15,7,3
030704,11,9,18,16,10,13
030705,15,1,19,20,14,1
030706,10,16,4,19,18,10
030707,20,5,11,1,2,12
030708,14,18,14,5,9,10
030709,16,9,20,3,0,3
030710,2,4,2,18,8,10
030711,9,12,15,6,4,5
030712,8,17,17,12,1,6
030713,15,16,13,15,6,2
030714,19,11,18,18,18,11
030715,6,16,11,12,19,7
030716,12,14,1,15,17,11
030717,11,0,12,5,8,9
030718,8,9,14,2,10,14
030719,13,0,3,12,4,12
030720,5,0,10,9,15,19
030721,4,15,1,6,7,10
030722,5,6,8,14,16,8
030723,2,0,13,12,8,20
030724,20,11,9,12,18,4
030725,3,13,3,0,13,3
030726,17,8,19,19,6,4
030727,2,6,15,12,5,11
030728,18,1,9,11,1,5
030729,12,20,2,3,9,14
030730,19,6,0,3,2,18
030731,2,8,8,12,2,2
030732,11,18,16,1,12,11
030733,10,2,6,6,19,10
030734,2,20,17,3,14,11
030735,20,11,8,11,5,18
030736,10,3,14,18,10,7
030737,11,18,5,16,6,9
030738,0,20,3,0,7,1
030739,4,4,5,13,19,14
030740,19,3,1,18,19,14
030741,18,11,1,14,4,8
030742,18,2,2,15,14,15
030743,19,5,16,2,1,12
030744,3,9,6,3,11,9
030745,15,10,15,7,12,11
030746,11,2,19,18,9,12
030747,8,15,3,19,5,12
030748,20,17,20,3,13,11
030749,8,3,11,14,6,17
030750,13,3,2,8,7,9
030751,0,6,13,1,13,3
030752,19,19,19,19,10,3
030753,10,15,14,0,7,14
030754,10,6,4,15,9,18
030755,4,13,2,18,4,3
030756,1,15,16,3,15,1
030757,1,19,18,3,14,3
030758,2,3,7,2,7,8
030759,2,20,2,16,6,14
030760,1,1,4,19,12,11
030761,12,13,3,11,1,11
030762,18,5,11,2,20,15
030763,4,17,8,10,2,8
030764,0,18,4,4,20,3
030765,1,6,14,10,14,4
030766,14,9,19,10,6,13
030767,6,1,1,9,11,7
030768,8,13,11,3,10,7
030769,8,12,2,0,0,3
030770,4,3,11,13,4,10
030771,11,5,8,1,3,20
030772,11,20,7,14,7,4
030773,0,20,19,11,13,14
030774,7,1,3,3,16,9
030775,8,0,19,10,8,6
030776,3,11,4,13,9,14
030777,7,10,2,18,19,14
030778,8,9,16,16,20,1
030779,2,12,10,19,9,9
030780,2,17,15,18,16,12
030781,19,19,4,9,15,9
030782,16,10,19,17,3,1
030783,4,10,6,16,5,11
030784,16,17,11,9,17,15
030785,9,7,13,1,2,2
030786,5,14,9,12,17,19
030787,16,1,13,2,8,17
030788,15,11,8,4,11,11
030789,4,1,16,8,10,19
030790,7,12,12,2,9,16
030791,17,16,13,5,18,10
030792,9,12,17,10,0,11
030793,17,10,12,18,1,16
030794,4,17,16,1,16,5
030795,20,16,4,16,12,10
030796,9,6,1,19,7,3
030797,6,2,8,3,4,17
030798,4,6,8,16,11,15
030799,2,16,19,13,3,2
030800,15,18,9,0,5,1
030801,18,3,16,18,17,2
030802,19,2,2,4,9,18
030803,19,9,1,11,9,13
030804,7,9,1,12,6,18
030805,18,9,5,20,8,5
030806,6,2,15,16,1,9
030807,15,4,15,17,13,17
030808,12,1,2,17,16,12
030809,10,1,3,3,19,5
030810,14,0,12,9,11,3
030811,9,6,19,5,5,18
030812,18,4,4,19,13,6
030813,2,9,19,19,1,18
030814,16,15,10,14,8,8
030815,10,16,16,8,18,6
030816,3,6,14,16,1,18
030817,14,1,17,17,8,19
030818,15,8,0,4,15,9
030819,7,8,5,14,5,12
030820,1,16,8,15,19,6
030821,1,1,0,17,10,19
030822,3,11,1,16,4,14
030823,2,10,20,2,16,9
030824,10,15,3,8,12,11
030825,4,13,3,14,17,2
030826,7,15,5,13,20,5
030827,8,7,18,2,5,0
030828,19,8,15,8,16,12
030829,11,1,8,17,0,20
030830,2,2,18,2,13,18
030831,14,4,20,16,15,3
030832,6,17,14,15,1,12
030833,13,20,6,6,12,6
030834,9,14,12,2,13,1
030835,14,3,9,8,14,12
030836,4,18,14,19,8,3
030837,19,5,18,20,3,19
030838,7,3,2,3,8,5
030839,19,6,4,11,7,1
030840,7,10,16,4,8,11
030841,9,8,15,16,8,14
030842,16,14,14,2,13,17
030843,1,15,10,6,6,8
030844,6,3,3,12,8,2
030845,11,5,8,3,1,13
030846,7,7,7,18,7,17
030847,17,13,9,14,18,15
030848,11,0,12,6,5,14
030849,3,15,15,14,8,11
030850,1,4,11,19,20,17
030851,19,9,9,14,17,7
030852,19,12,17,5,2,14
030853,16,11,18,13,10,7
030854,2,20,16,20,16,10
030855,8,15,16,14,18,15
030856,13,2,8,2,14,3
030857,15,17,17,15,15,20
030858,0,7,4,18,15,12
030859,9,12,7,8,12,8
030860,5,11,6,2,18,8
030861,10,17,18,10,14,14
030862,10,16,3,18,12,16
030863,16,7,13,15,16,13
030864,2,7,3,5,15,9
030865,10,10,8,8,11,6
030866,1,13,3,6,19,2
030867,17,15,16,12,5,0
030868,6,3,11,18,3,1
030869,20,2,13,16,10,18
030870,13,4,15,15,13,18
030871,3,9,8,17,15,12
030872,8,16,3,8,12,10
030873,7,14,1,10,15,15
030874,11,2,16,20,13,5
030875,19,14,4,13,19,14
030876,17,3,10,11,17,17
030877,1,2,8,5,8,10
030878,13,18,16,3,17,1
030879,1,13,5,14,9,2
030880,6,13,14,11,7,3
030881,18,7,0,16,6,12
030882,6,14,4,14,13,13
030883,14,15,13,4,14,15
030884,16,12,16,3,12,10
030885,8,1,1,20,13,2
030886,10,15,18,8,5,13
030887,1,7,2,8,12,2
030888,2,0,9,12,14,9
030889,2,19,18,5,19,17
030890,13,10,7,1,2,11
030891,8,4,13,14,1,2
030892,11,2,13,0,8,10
030893,12,9,18,9,7,0
030894,16,7,9,14,7,6
030895,4,4,8,1,6,18
030896,10,18,15,6,4,12
030897,16,3,4,4,5,15
030898,13,4,12,3,10,14
030899,5,1,4,3,8,7
030900,3,11,13,12,19,10
030901,8,12,6,12,14,10
030902,12,12,6,20,1,7
030903,17,19,19,9,1,2
030904,3,14,12,11,18,8
030905,15,3,20,1,4,8
030906,0,10,18,17,1,3
030907,5,0,20,13,6,16
030908,14,3,7,2,10,19
030909,4,15,6,15,2,7
030910,10,13,13,10,1,19
030911,6,2,19,15,4,10
030912,19,15,5,3,10,17
030913,4,17,11,2,4,1
030914,2,9,17,18,1,14
030915,4,10,15,10,16,2
030916,16,16,11,1,8,20
030917,3,15,9,16,6,1
030918,6,7,17,8,3,10
030919,1,14,12,19,19,9
030920,20,7,7,17,16,14
030921,20,2,11,1,15,8
030922,17,19,1,17,19,7
030923,5,5,18,18,4,10
030924,0,5,14,10,14,15
030925,10,19,18,8,11,18
030926,9,8,15,16,6,17
030927,8,7,14,8,12,9
030928,14,6,13,3,9,8
030929,11,1,17,18,5,13
030930,15,9,11,15,3,8
030931,11,11,20,5,0,18
030932,11,10,12,9,15,13
030933,5,12,20,7,20,8
030934,4,4,11,10,1,15
030935,15,2,18,12,10,15
030936,15,5,3,16,15,14
030937,4,14,15,4,15,6
030938,5,9,17,7,5,9
030939,8,16,12,3,11,15
030940,6,17,16,17,10,13
030941,6,12,7,2,16,19
030942,0,6,19,12,6,0
030943,19,11,13,16,2,16
030944,19,3,6,4,14,0
030945,9,5,7,3,2,15
030946,7,20,10,8,8,8
030947,7,9,5,5,8,17
030948,4,16,18,3,4,1
030949,1,10,8,11,19,10
030950,9,5,9,4,18,0
030951,7,20,10,18,10,11
030952,15,3,7,18,16,13
030953,6,15,15,13,1,19
030954,10,4,6,14,14,6
030955,10,5,15,17,9,6
030956,13,20,4,9,19,15
030957,5,10,15,18,15,15
030958,15,6,5,5,10,5
030959,6,7,10,3,20,11
030960,2,1,7,13,19,18
030961,2,9,18,2,17,3
030962,16,2,14,10,11,5
030963,12,8,13,7,5,3
030964,5,10,4,4,3,8
030965,4,7,16,7,10,17
030966,14,10,11,0,7,17
030967,15,7,9,17,13,4
030968,6,4,12,17,16,1
030969,18,19,17,0,16,17
030970,2,14,18,10,18,11
030971,11,13,12,3,1,8
030972,17,4,11,5,6,8
030973,7,2,11,6,5,16
030974,10,4,2,14,6,15
030975,19,7,14,13,15,4
030976,19,10,19,7,7,11
030977,6,5,2,13,13,18
030978,9,12,16,15,15,9
030979,4,4,11,15,2,19
030980,10,5,16,4,20,11
030981,10,17,12,11,17,18
030982,10,0,14,16,12,18
030983,1,8,2,6,0,12
030984,4,2,11,4,2,10
030985,12,8,13,5,6,20
030986,16,18,3,16,3,17
030987,14,16,1,12,14,12
030988,1,15,4,13,10,12
030989,3,3,13,13,12,2
030990,18,12,3,16,17,15
030991,3,0,20,4,1,6
030992,16,13,6,11,17,7
030993,5,16,17,16,2,10
030994,19,11,6,15,2,16
030995,13,14,13,13,9,3
030996,3,13,4,13,4,3
030997,3,7,15,17,19,9
030998,14,14,8,10,18,14
030999,9,9,1,5,6,9
031000,18,17,8,12,5,5
031001,4,19,6,0,17,17
031002,5,2,15,0,4,7
031003,8,7,4,8,18,3
031004,19,0,3,16,7,5
031005,3,10,11,17,7,6
031006,15,15,11,6,12,16
031007,10,10,13,16,14,4
031008,3,18,17,8,11,11
031009,10,11,13,16,14,8
031010,15,17,15,1,5,7
031011,6,10,5,12,13,19
031012,17,1,19,1,6,5
031013,8,20,19,12,9,7
031014,12,6,3,12,10,12
031015,8,4,6,15,0,19
031016,14,19,2,6,15,2
031017,9,16,9,13,14,0
031018,5,3,6,17,16,8
031019,10,9,10,20,6,19
031020,11,16,11,0,8,18
031021,0,5,7,10,8,17
031022,18,17,7,7,3,10
031023,20,13,19,6,12,9
031024,12,7,1,3,5,7
031025,1,6,1,2,12,10
031026,2,18,12,13,3,17
031027,13,12,11,15,16,11
031028,14,0,8,4,17,6
031029,4,6,15,14,12,3
031030,3,17,17,2,10,18
031031,6,11,19,4,9,3
031032,9,7,2,18,18,7
031033,3,3,12,5,15,1
031034,7,3,2,4,18,7
031035,3,15,0,12,7,5
031036,14,2,9,17,19,9
031037,15,1,2,19,11,13
031038,6,9,13,13,8,4
031039,19,3,18,1,19,16
031040,0,10,13,20,11,20
031041,2,16,4,1,12,4
031042,4,19,10,13,14,17
031043,17,7,3,16,4,7
031044,15,1,15,13,3,17
031045,1,9,15,11,6,16
031046,17,0,2,19,14,11
031047,12,15,6,20,5,18
031048,14,6,1,8,15,19
031049,17,9,19,2,16,7
031050,16,10,15,1,11,2
031051,14,13,14,3,5,14
031052,11,15,0,15,0,0
031053,8,15,14,7,18,13
031054,12,6,13,8,3,10
031055,7,20,4,11,11,3
031056,15,13,6,9,8,13
031057,10,12,17,15,8,16
031058,19,8,17,17,18,1
031059,11,20,17,19,15,14
031060,2,20,9,13,13,4
031061,11,19,5,7,15,17
031062,14,3,19,6,13,3
031063,13,18,17,17,12,2
031064,14,9,11,14,15,7
031065,3,17,19,10,19,13
031066,4,12,8,17,2,17
031067,14,1,13,11,17,16
031068,2,2,14,16,9,6
031069,18,14,17,15,18,7
031070,9,20,2,12,16,7
031071,18,9,19,11,11,8
031072,5,20,14,11,10,11
031073,11,6,10,12,20,20
031074,2,3,14,2,7,15
031075,13,8,8,10,6,1
031076,15,4,9,17,0,12
031077,19,16,19,8,12,10
031078,9,16,10,8,9,14
031079,19,14,12,11,8,19
031080,10,2,7,11,6,14
031081,19,17,12,10,17,11
031082,14,1,5,5,18,14
031083,8,13,11,5,2,19
031084,13,17,12,16,3,10
031085,2,12,19,14,6,19
031086,19,15,10,19,11,14
031087,17,19,5,8,8,0
031088,10,18,16,9,4,7
031089,6,5,15,18,5,18
031090,15,2,16,14,13,14
031091,0,3,16,17,14,14
031092,13,3,10,10,10,17
031093,19,8,12,12,14,13
031094,16,11,5,11,5,13
031095,2,1,16,16,19,3
031096,16,15,1,8,6,9
031097,13,2,14,12,8,16
031098,9,14,14,19,10,2
031099,16,3,5,18,5,1
031100,1,0,16,4,18,9
031101,7,13,1,9,15,20
031102,14,8,10,13,19,20
031103,11,3,6,15,16,8
031104,16,13,5,8,16,8
031105,0,6,12,4,11,1
031106,3,12,17,19,18,9
031107,2,18,16,16,7,10
031108,16,13,9,3,16,17
031109,4,9,11,6,10,3
031110,17,9,20,1,4,15
031111,4,5,0,15,3,19
031112,11,1,8,2,2,12
031113,18,11,3,12,9,8
031114,14,7,13,4,3,0
031115,4,7,4,2,14,9
031116,10,12,7,3,13,20
031117,13,12,18,6,19,12
031118,18,17,9,6,16,13
031119,1,16,2,19,1,6
031120,9,6,20,6,17,17
031121,5,14,17,12,1,9
031122,17,13,4,12,18,10
031123,8,11,7,18,12,2
031124,6,10,12,17,4,18
031125,4,17,10,4,6,10
031126,17,12,2,16,1,7
031127,1,0,6,7,1,3
031128,3,11,14,8,3,2
031129,12,1,5,12,12,19
031130,12,3,7,4,1,2
031131,11,8,5,10,0,0
031132,1,20,11,15,20,2
031133,2,17,12,10,6,16
031134,18,15,18,12,7,2
031135,1,13,19,8,8,8
031136,2,8,10,16,16,3
031137,16,14,11,12,16,7
031138,18,10,11,19,3,9
031139,13,18,2,1,12,4
031140,18,17,10,7,6,11
031141,18,19,2,16,18,10
031142,6,19,12,8,18,5
031143,18,13,6,1,11,3
031144,4,12,15,4,9,9
031145,8,13,14,13,8,7
031146,16,4,3,17,16,4
031147,4,6,10,19,10,1
031148,12,20,14,7,3,15
031149,5,10,7,15,11,16
031150,15,7,1,7,0,17
031151,20,6,18,10,13,18
031152,9,5,10,15,8,9
031153,0,11,10,12,3,12
031154,5,11,17,7,10,12
031155,15,7,14,9,1,17
031156,9,0,2,7,0,2
031157,14,8,13,19,7,20
031158,7,6,7,2,6,1
031159,20,6,9,7,5,19
031160,16,10,11,19,19,1
031161,19,12,8,7,17,18
031162,0,15,10,1,9,4
031163,7,15,12,3,18,5
031164,20,5,12,6,8,5
031165,6,5,10,13,17,10
031166,12,19,16,10,18,7
031167,1,19,16,16,14,5
031168,3,10,7,14,2,2
031169,15,3,4,9,7,7
031170,13,3,17,16,9,1
031171,1,12,19,6,2,8
031172,13,14,4,16,12,20
031173,19,9,9,2,2,13
031174,19,12,9,15,12,15
031175,15,5,4,11,6,2
031176,17,19,9,11,12,7
031177,12,1,17,18,8,8
031178,10,19,20,19,9,17
031179,11,15,4,7,17,14
031180,17,14,8,8,16,16
031181,8,13,2,2,18,20
031182,14,5,3,17,1,19
031183,14,14,8,2,6,12
031184,3,9,6,15,14,5
031185,5,18,7,7,13,17
